Region,Subregion,country,iso3_code,Indicator,Disaggregation,Gender,Source,Unit,Year,Value,Footnote
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,"Rate per  100,000 population",2020,0.14,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,Count,2020,1,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,"Rate per  100,000 population",2020,0.02,IP - Intimate partner
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,GSH Revision,Count,1990,25,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,GSH Revision,"Rate per  100,000 population",1990,0.96,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,GSH Revision,Count,1990,16,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,GSH Revision,"Rate per  100,000 population",1990,0.63,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Total (all ages),GSH Revision,Count,1990,41,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Total (all ages),GSH Revision,"Rate per  100,000 population",1990,0.8,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,GSH Revision,Count,1991,43,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,GSH Revision,"Rate per  100,000 population",1991,1.65,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,GSH Revision,Count,1991,25,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,GSH Revision,"Rate per  100,000 population",1991,0.98,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Total (all ages),GSH Revision,Count,1991,68,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Total (all ages),GSH Revision,"Rate per  100,000 population",1991,1.32,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Total (all ages),UNSDC,Count,1992,62,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Total (all ages),UNSDC,"Rate per  100,000 population",1992,1.2,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,GSH Revision,Count,1992,32,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,GSH Revision,"Rate per  100,000 population",1992,1.22,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,GSH Revision,Count,1992,30,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,GSH Revision,"Rate per  100,000 population",1992,1.18,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Total (all ages),UNSDC,Count,1993,71,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Total (all ages),UNSDC,"Rate per  100,000 population",1993,1.37,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,GSH Revision,Count,1993,26,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,GSH Revision,"Rate per  100,000 population",1993,0.99,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,GSH Revision,Count,1993,45,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,GSH Revision,"Rate per  100,000 population",1993,1.76,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Total (all ages),GSH Revision,Count,1994,75,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Total (all ages),GSH Revision,"Rate per  100,000 population",1994,1.44,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,GSH Revision,Count,1994,25,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,GSH Revision,"Rate per  100,000 population",1994,0.95,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,GSH Revision,Count,1994,50,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,GSH Revision,"Rate per  100,000 population",1994,1.94,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Total (all ages),GSH Revision,Count,1995,59,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Total (all ages),GSH Revision,"Rate per  100,000 population",1995,1.13,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,GSH Revision,Count,1995,19,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,GSH Revision,"Rate per  100,000 population",1995,0.72,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,GSH Revision,Count,1995,40,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,GSH Revision,"Rate per  100,000 population",1995,1.55,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Total (all ages),GSH Revision,Count,1996,68,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Total (all ages),GSH Revision,"Rate per  100,000 population",1996,1.29,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,GSH Revision,Count,1996,25,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,GSH Revision,"Rate per  100,000 population",1996,0.98,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,GSH Revision,Count,1996,42,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,GSH Revision,"Rate per  100,000 population",1996,1.62,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Total (all ages),UNSDC,Count,1997,88,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Total (all ages),UNSDC,"Rate per  100,000 population",1997,1.67,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,GSH Revision,Count,1997,42,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,GSH Revision,"Rate per  100,000 population",1997,1.57,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,GSH Revision,Count,1997,46,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,GSH Revision,"Rate per  100,000 population",1997,1.76,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Total (all ages),UNSDC,Count,1998,49,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Total (all ages),UNSDC,"Rate per  100,000 population",1998,0.92,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,MD,Count,1998,21,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,MD,"Rate per  100,000 population",1998,0.79,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,MD,Count,1998,27,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,MD,"Rate per  100,000 population",1998,1.06,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Total (all ages),UNSDC,Count,1999,52,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Total (all ages),UNSDC,"Rate per  100,000 population",1999,0.98,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,GSH Revision,Count,1999,28,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,GSH Revision,"Rate per  100,000 population",1999,1.06,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,GSH Revision,Count,1999,23,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,GSH Revision,"Rate per  100,000 population",1999,0.89,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Total (all ages),UNSDC,Count,2000,58,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Total (all ages),UNSDC,"Rate per  100,000 population",2000,1.09,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,GSH Revision,Count,2000,32,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,GSH Revision,"Rate per  100,000 population",2000,1.19,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,GSH Revision,Count,2000,26,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,GSH Revision,"Rate per  100,000 population",2000,0.98,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Total (all ages),UNSDC,Count,2001,52,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Total (all ages),UNSDC,"Rate per  100,000 population",2001,0.97,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,MD,Count,2001,32,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,MD,"Rate per  100,000 population",2001,1.24,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,MD,Count,2001,19,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,MD,"Rate per  100,000 population",2001,0.71,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Total (all ages),GSH Revision,Count,2002,48,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Total (all ages),GSH Revision,"Rate per  100,000 population",2002,0.89,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,GSH Revision,Count,2002,15,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,GSH Revision,"Rate per  100,000 population",2002,0.55,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,GSH Revision,Count,2002,33,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,GSH Revision,"Rate per  100,000 population",2002,1.24,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,GSH Revision,Count,2003,28,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,GSH Revision,"Rate per  100,000 population",2003,1.03,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,GSH Revision,Count,2003,37,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,GSH Revision,"Rate per  100,000 population",2003,1.39,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,GSH Revision,Count,2004,17,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,GSH Revision,"Rate per  100,000 population",2004,0.62,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,GSH Revision,Count,2004,26,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,GSH Revision,"Rate per  100,000 population",2004,0.97,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,GSH Revision,Count,2005,18,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,GSH Revision,"Rate per  100,000 population",2005,0.66,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,GSH Revision,Count,2005,35,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,GSH Revision,"Rate per  100,000 population",2005,1.3,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,GSH Revision,Count,2006,11,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,GSH Revision,"Rate per  100,000 population",2006,0.4,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,GSH Revision,Count,2006,18,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,GSH Revision,"Rate per  100,000 population",2006,0.67,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,GSH Revision,Count,2007,17,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,GSH Revision,"Rate per  100,000 population",2007,0.62,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,GSH Revision,Count,2007,22,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,GSH Revision,"Rate per  100,000 population",2007,0.81,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,MD,Count,2008,36,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,MD,"Rate per  100,000 population",2008,1.35,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,MD,Count,2008,17,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,MD,"Rate per  100,000 population",2008,0.62,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,GSH Revision,Count,2009,14,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,GSH Revision,"Rate per  100,000 population",2009,0.5,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,GSH Revision,Count,2009,33,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,GSH Revision,"Rate per  100,000 population",2009,1.2,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,CTS,Count,2010,22,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2010,0.79,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,CTS,Count,2010,20,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2010,0.73,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Total (all ages),CTS,Count,2010,42,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2010,0.76,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,CTS,Count,2011,15,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2011,0.53,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,CTS,Count,2011,31,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2011,1.12,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Total (all ages),CTS,Count,2011,46,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2011,0.82,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,CTS,Count,2012,16,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2012,0.57,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,CTS,Count,2012,31,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2012,1.11,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Total (all ages),CTS,Count,2012,47,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2012,0.84,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,CTS,Count,2013,13,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2013,0.46,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,CTS,Count,2013,35,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2013,1.25,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Total (all ages),CTS,Count,2013,48,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2013,0.85,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,CTS,Count,2014,31,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2014,1.09,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,CTS,Count,2014,43,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2014,1.53,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Total (all ages),CTS,Count,2014,74,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2014,1.31,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,CTS,Count,2015,23,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2015,0.82,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,CTS,Count,2015,38,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2015,1.37,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Total (all ages),CTS,Count,2015,62,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2015,1.09,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,CTS,Count,2016,23,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2016,0.8,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,CTS,Count,2016,33,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2016,1.16,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Total (all ages),CTS,Count,2016,56,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2016,0.98,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,CTS,Count,2017,20,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2017,0.69,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,CTS,Count,2017,51,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2017,1.79,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Total (all ages),CTS,Count,2017,71,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2017,1.24,
Europe,Northern Europe,Denmark,DNK,Homicide: # of victims,-,Female,CTS,Count,2018,20,
